,ID,Priority,Family_type,First_stage,Start_time_S1,Finish_time_S1,Processing_Time_S1,Second_stage,Start_time_S2,Finish_Time_S2,Processing_Time_S2,Third_stage,Start_time_S3,Finish_time_S3,Processing_Time_S3,Fourth_stage,Start_time_s4,Finish_time,Processing_Time_S4,Overall_processing_time,Overall_waiting_time,Tardiness,BREAKS
5,78,1,29,SMD_3,37,172,135,AOI_0,172,230,58,SS_0,230,339,109,0,0,0,0,302,37,0,0
6,81,1,28,SMD_2,0,723,723,AOI_0,723,1170,447,SS_0,1170,1600,430,CC_0,1600,1776,176,1776,0,0,0
7,6,2,21,SMD_3,1198,1528,330,AOI_0,1528,1854,326,SS_3,1854,2111,257,CC_0,2461,2505,44,957,1548,0,0
8,49,2,39,SMD_0,1155,1673,518,AOI_2,1673,1765,92,SS_0,1765,1888,123,CC_0,1888,1964,76,809,1155,0,0
9,66,2,19,SMD_2,1425,1686,261,AOI_3,1686,1974,288,SS_1,1974,2131,157,CC_1,2131,2358,227,933,1425,0,0
10,84,2,33,SMD_2,1749,1857,108,AOI_0,1857,1952,95,SS_0,1952,2082,130,0,0,0,0,333,1749,0,0
11,93,2,28,SMD_2,723,881,158,AOI_2,881,1058,177,SS_3,1058,1153,95,CC_0,1153,1203,50,480,723,0,0
12,115,2,38,SMD_3,1056,1198,142,AOI_0,1198,1239,41,0,0,0,0,CC_1,1355,1410,55,238,1172,0,0
13,125,2,31,SMD_4,882,1881,999,AOI_4,1885,2728,843,0,0,0,0,0,0,0,0,1842,886,0,0
14,154,2,39,SMD_0,2451,2774,323,AOI_2,2774,3032,258,SS_0,3032,3360,328,0,0,0,0,909,2451,0,0
15,37,3,14,SMD_0,1778,2273,495,AOI_1,2273,2528,255,SS_3,2528,2734,206,CC_0,2734,2801,67,1023,1778,0,0
16,98,3,3,SMD_1,1159,1401,242,AOI_3,1401,1574,173,0,0,0,0,CC_1,1574,1823,249,664,1159,0,0
17,110,3,13,SMD_4,4152,4266,114,AOI_4,4266,4309,43,SS_3,4309,4357,48,CC_1,5154,5200,46,251,4949,0,0
18,118,3,32,SMD_3,1528,2523,995,AOI_0,2523,3431,908,SS_3,3431,4252,821,CC_1,4252,5154,902,3626,1528,0,0
19,13,4,20,SMD_2,4278,5254,976,AOI_1,5254,5597,343,SS_0,5597,6041,444,CC_1,6124,6318,194,1957,4361,0,0
20,15,4,33,SMD_2,1857,1999,142,AOI_0,1999,2039,40,0,0,0,0,CC_1,2039,2095,56,238,1857,0,0
21,55,4,16,SMD_1,4463,4796,333,AOI_1,4796,4903,107,SS_0,4997,5297,300,CC_1,5365,5544,179,919,4625,0,0
22,86,4,1,SMD_0,4600,4697,97,AOI_0,4722,4835,113,SS_0,4934,4997,63,0,0,0,0,273,4724,0,0
23,87,4,28,SMD_2,881,928,47,AOI_4,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_0,2774,3599,825,AOI_0,3599,3989,390,SS_1,3989,4676,687,0,0,0,0,1902,2774,0,0
25,116,4,5,SMD_1,1860,2101,241,AOI_0,2101,2407,306,SS_0,2407,2561,154,CC_1,2561,2609,48,749,1860,0,0
26,137,4,30,SMD_1,5670,5824,154,AOI_1,5898,5954,56,SS_3,5954,6033,79,CC_1,6076,6124,48,337,5787,0,0
27,145,4,13,SMD_4,4266,4338,72,AOI_0,4393,4447,54,SS_4,4447,4530,83,0,0,0,0,209,4321,0,0
28,5,5,2,SMD_4,5472,5591,119,AOI_2,5591,6048,457,SS_0,6048,6128,80,CC_0,6187,6241,54,710,5531,0,0
29,7,5,11,SMD_3,4213,5159,946,AOI_0,5159,5316,157,SS_0,5316,5588,272,CC_1,6318,6491,173,1548,4943,0,0
30,17,5,11,SMD_3,3796,4213,417,AOI_2,4213,4487,274,SS_4,4530,4752,222,CC_1,5200,5365,165,1078,4287,0,0
31,54,5,10,SMD_4,4599,5472,873,AOI_3,5472,5907,435,SS_2,5907,6681,774,0,0,0,0,2082,4599,0,0
32,80,5,23,SMD_0,5380,5770,390,AOI_3,5907,6102,195,SS_1,6102,6267,165,CC_0,6267,6392,125,875,5517,0,0
33,94,5,19,SMD_2,1686,1749,63,AOI_4,1749,1885,136,SS_4,1885,2085,200,0,0,0,0,399,1686,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,553,28,199,354,0,0
35,144,5,22,SMD_4,4338,4599,261,AOI_2,4599,4646,47,SS_1,4676,4767,91,CC_0,4767,4856,89,488,4368,0,0
36,1,6,36,SMD_4,6567,6656,89,AOI_1,6678,6719,41,SS_2,6719,6783,64,CC_1,6917,7059,142,336,6723,0,0
37,16,6,24,SMD_2,6186,6558,372,AOI_3,6640,6741,101,SS_4,6741,6870,129,CC_1,7208,7351,143,745,6606,0,0
38,19,6,1,SMD_0,4697,5380,683,AOI_0,5380,6257,877,0,0,0,0,CC_1,6491,6720,229,1789,4931,0,0
39,32,6,29,SMD_3,172,1056,884,AOI_1,1056,1944,888,0,0,0,0,CC_0,1964,2263,299,2071,192,0,0
40,90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_0,6613,6728,115,AOI_3,6741,6802,61,SS_0,6837,6970,133,CC_1,7059,7208,149,458,6750,0,0
42,96,6,29,SMD_1,6406,7130,724,AOI_0,7130,7215,85,SS_0,7215,7495,280,CC_1,7704,7911,207,1296,6615,0,0
43,103,6,35,SMD_0,5770,6059,289,AOI_3,6102,6387,285,SS_0,6387,6837,450,CC_0,6837,6890,53,1077,5813,0,0
44,35,7,35,SMD_0,6059,6420,361,AOI_3,6420,6640,220,SS_1,6640,6855,215,0,0,0,0,796,6059,0,0
45,61,7,13,SMD_3,6672,7588,916,AOI_4,7588,8456,868,SS_4,8551,9336,785,CC_0,9336,10210,874,3443,6767,0,1
46,74,7,26,SMD_4,6759,7787,1028,AOI_3,7842,8714,872,SS_1,8820,9599,779,0,0,0,0,2679,6920,0,0
47,105,7,9,SMD_2,7800,8595,795,AOI_4,8595,9047,452,0,0,0,0,0,0,0,0,1247,7800,0,0
48,128,7,20,SMD_4,189,838,649,AOI_1,838,1006,168,SS_2,1006,1138,132,CC_1,1138,1355,217,1166,189,0,0
49,130,7,33,SMD_2,1999,2293,294,AOI_2,2293,2485,192,SS_1,2485,2605,120,CC_1,2609,2654,45,651,2003,0,0
50,146,7,7,SMD_3,8052,8232,180,AOI_1,8266,8692,426,SS_1,8693,8820,127,CC_1,8841,9048,207,940,8108,0,0
51,152,7,12,SMD_1,7230,8192,962,AOI_2,8222,9147,925,SS_0,9147,10114,967,CC_1,10142,10435,293,3147,7288,0,1
52,21,8,6,SMD_3,9258,9420,162,AOI_3,9420,9588,168,0,0,0,0,CC_0,10210,10269,59,389,9880,0,0
53,30,8,26,SMD_4,7787,7960,173,AOI_1,8062,8266,204,SS_4,8349,8551,202,CC_0,8551,8611,60,639,7972,0,0
54,33,8,6,SMD_3,9420,9916,496,AOI_2,9993,10292,299,SS_0,10292,10483,191,CC_1,10508,10550,42,1028,9522,0,1
55,41,8,36,SMD_4,6656,6759,103,AOI_1,6787,6845,58,SS_1,6855,6950,95,CC_1,7351,7394,43,299,7095,0,0
56,120,8,4,SMD_4,8477,8621,144,AOI_0,8687,8755,68,SS_0,8879,9132,253,0,0,0,0,465,8667,0,0
57,122,8,31,SMD_4,1881,2585,704,AOI_1,2585,3171,586,SS_1,3171,3987,816,CC_0,3987,4164,177,2283,1881,0,0
58,133,8,24,SMD_2,6558,7473,915,AOI_0,7473,7776,303,SS_0,7776,8118,342,CC_0,8118,8252,134,1694,6558,0,0
59,158,8,15,SMD_4,8352,8477,125,AOI_0,8490,8687,197,0,0,0,0,CC_0,8730,8799,69,391,8408,0,0
60,160,8,6,SMD_3,9916,10155,239,AOI_2,10292,10468,176,SS_4,10468,10555,87,0,0,0,0,502,10053,0,0
61,3,9,39,SMD_0,3599,4600,1001,AOI_2,4646,5476,830,0,0,0,0,0,0,0,0,1831,3645,0,0
62,14,9,35,SMD_0,6420,6613,193,AOI_1,6719,6787,68,SS_2,6787,7095,308,0,0,0,0,569,6526,0,0
63,18,9,22,SMD_4,8889,10064,1175,AOI_0,10064,10907,843,SS_4,10907,11521,614,CC_1,11521,11814,293,2925,8889,0,1
64,34,9,13,SMD_3,7588,7664,76,AOI_1,7851,7897,46,SS_3,7897,7974,77,CC_0,7974,8014,40,239,7775,0,0
65,36,9,11,SMD_3,5159,5730,571,AOI_1,5954,6342,388,0,0,0,0,CC_1,6720,6767,47,1006,5761,0,0
66,44,9,1,SMD_0,9512,10719,1207,AOI_3,10719,11705,986,SS_1,11773,12127,354,CC_1,12233,12416,183,2730,9686,0,1
67,53,9,4,SMD_4,8621,8711,90,AOI_3,8714,8932,218,0,0,0,0,CC_1,9048,9109,61,369,8740,0,0
68,62,9,33,SMD_2,2293,3245,952,AOI_2,3245,4195,950,SS_0,4195,4934,739,CC_0,4934,5362,428,3069,2293,0,0
69,85,9,19,SMD_1,11025,11965,940,AOI_4,12355,13372,1017,SS_1,13380,14051,671,0,0,0,0,2628,11423,1001,0
70,89,9,8,SMD_1,10113,10206,93,AOI_1,10415,10467,52,SS_2,10467,10531,64,CC_1,10550,10693,143,352,10341,0,0
71,97,9,27,SMD_0,6728,7597,869,AOI_0,7776,8127,351,SS_0,8127,8879,752,CC_0,8879,9118,239,2211,6907,0,0
72,99,9,2,SMD_4,5591,5654,63,AOI_1,5654,5898,244,SS_1,5898,6100,202,0,0,0,0,509,5591,0,0
73,119,9,26,SMD_4,7960,8313,353,AOI_0,8313,8490,177,SS_3,8604,8910,306,CC_1,9109,9269,160,996,8273,0,0
74,129,9,39,SMD_0,1673,1778,105,AOI_2,1778,1846,68,SS_1,1846,1898,52,CC_1,1991,2037,46,271,1766,0,0
75,150,9,22,SMD_4,10064,10787,723,AOI_0,10907,11483,576,SS_2,11483,12172,689,CC_1,12178,12233,55,2043,10190,0,0
76,20,10,20,SMD_4,838,882,44,AOI_3,882,939,57,0,0,0,0,CC_0,939,989,50,151,838,0,0
77,26,10,25,SMD_4,10787,11040,253,AOI_1,11061,11797,736,SS_0,11966,12151,185,CC_1,12416,12486,70,1244,11242,0,0
78,43,10,16,SMD_1,4796,5670,874,AOI_4,5670,6107,437,SS_3,6107,6196,89,CC_1,6767,6917,150,1550,5367,0,0
79,52,10,33,SMD_2,3389,4278,889,AOI_4,4309,5138,829,SS_1,5138,5785,647,CC_1,7394,7704,310,2675,5029,0,0
80,71,10,27,SMD_0,7597,8601,1004,AOI_1,8692,9067,375,SS_3,9067,10108,1041,0,0,0,0,2420,7688,0,1
81,109,10,37,SMD_1,475,1159,684,AOI_3,1159,1282,123,SS_1,1282,1661,379,CC_0,1776,1872,96,1282,590,0,0
82,111,10,28,SMD_2,982,1259,277,AOI_0,1259,1490,231,SS_3,1490,1609,119,CC_1,1823,1991,168,795,1196,0,0
83,113,10,3,SMD_1,1401,1796,395,AOI_2,1846,2031,185,0,0,0,0,0,0,0,0,580,1451,0,0
84,121,10,3,SMD_1,1796,1860,64,AOI_1,1944,2180,236,SS_0,2180,2286,106,CC_1,2358,2433,75,481,1952,0,0
85,69,11,9,SMD_2,8595,9316,721,AOI_2,9316,9993,677,SS_1,9993,10933,940,CC_1,10933,11231,298,2636,8595,0,2
86,4,11,11,SMD_3,5730,6618,888,AOI_1,6845,7851,1006,SS_2,7851,8362,511,CC_1,8493,8699,206,2611,6088,0,0
87,25,11,24,SMD_2,7473,7586,113,AOI_2,7586,8163,577,0,0,0,0,CC_0,8252,8320,68,758,7562,0,0
88,31,11,11,SMD_3,6618,6672,54,AOI_3,6802,6851,49,0,0,0,0,CC_1,7911,8058,147,250,7808,0,0
89,51,11,32,SMD_3,2523,2956,433,AOI_3,2956,3522,566,SS_0,3522,4066,544,0,0,0,0,1543,2523,0,0
90,70,11,36,SMD_0,11431,11606,175,AOI_3,11705,11805,100,SS_1,12127,12308,181,0,0,0,0,456,11852,0,0
91,101,11,16,SMD_2,11528,11929,401,AOI_1,12360,12454,94,SS_4,12454,12762,308,0,0,0,0,803,11959,0,0
92,112,11,33,SMD_2,3245,3295,50,AOI_1,3337,3385,48,SS_0,3385,3462,77,CC_1,3462,3509,47,222,3287,0,0
93,117,11,31,SMD_4,2585,3233,648,AOI_1,3233,3337,104,SS_2,3337,3514,177,CC_0,3514,3582,68,997,2585,0,0
94,135,11,19,SMD_1,11965,12820,855,AOI_0,12896,13188,292,0,0,0,0,CC_0,13188,13310,122,1269,12041,0,0
95,147,11,9,SMD_2,9316,9567,251,AOI_3,9588,10634,1046,SS_2,10634,10961,327,0,0,0,0,1624,9337,0,1
96,59,12,27,SMD_0,8601,9512,911,AOI_4,9512,10534,1022,SS_0,10534,11307,773,CC_0,11307,11699,392,3098,8601,0,1
97,42,12,20,SMD_2,5254,5980,726,AOI_2,6048,6953,905,SS_1,6953,7610,657,CC_0,7610,7657,47,2335,5322,0,0
98,45,12,35,SMD_3,12138,12452,314,AOI_1,12454,12618,164,SS_4,12762,13418,656,CC_0,13418,13581,163,1297,12284,0,0
99,104,12,18,SMD_4,12202,12608,406,AOI_2,12613,12758,145,SS_0,12769,13105,336,CC_0,13105,13163,58,945,12218,0,0
100,114,12,5,SMD_1,2101,3010,909,AOI_4,3010,4031,1021,SS_2,4031,4755,724,CC_1,5544,6076,532,3186,2890,0,0
101,22,13,24,SMD_2,7586,7708,122,AOI_1,7897,8062,165,SS_3,8062,8604,542,CC_0,8611,8730,119,948,7782,0,0
102,47,13,7,SMD_3,8232,8324,92,AOI_4,8456,8499,43,0,0,0,0,0,0,0,0,135,8364,0,0
103,56,13,1,SMD_0,10719,10839,120,AOI_4,11390,11514,124,SS_3,11514,11573,59,CC_1,11814,11862,48,351,11511,0,0
104,58,13,14,SMD_0,2273,2451,178,AOI_0,2451,2497,46,SS_2,2497,2663,166,CC_1,2663,2815,152,542,2273,0,0
105,92,13,35,SMD_3,12452,12685,233,AOI_2,12758,13021,263,SS_1,13082,13193,111,0,0,0,0,607,12586,0,0
106,141,13,40,SMD_2,12301,12950,649,AOI_2,13021,13283,262,0,0,0,0,0,0,0,0,911,12372,0,0
107,149,13,11,SMD_3,12685,12912,227,AOI_1,12924,13069,145,SS_0,13105,13777,672,CC_0,13777,13819,42,1086,12733,0,0
108,91,14,6,SMD_3,10155,10604,449,AOI_4,10604,11390,786,SS_0,11390,11966,576,CC_1,12026,12178,152,1963,10215,0,0
109,2,14,5,SMD_1,3010,3860,850,AOI_3,3860,4739,879,SS_4,4752,5420,668,CC_1,8058,8493,435,2832,5661,0,0
110,10,14,36,SMD_0,11606,11761,155,AOI_1,11797,11879,82,SS_0,12151,12497,346,CC_1,12770,12886,116,699,12187,0,0
111,11,14,21,SMD_0,12657,13594,937,AOI_1,13594,14341,747,SS_0,14370,15001,631,CC_0,15001,15155,154,2469,12686,0,0
112,27,14,40,SMD_2,12950,13098,148,AOI_1,13124,13180,56,SS_1,13193,13380,187,0,0,0,0,391,12989,0,0
113,39,14,32,SMD_3,2956,3796,840,AOI_1,3796,4753,957,SS_2,4755,5117,362,CC_0,5362,5538,176,2335,3203,0,0
114,48,14,16,SMD_2,11929,12037,108,AOI_0,12429,12593,164,SS_0,12593,12769,176,0,0,0,0,448,12321,0,0
115,60,14,6,SMD_3,10604,11204,600,AOI_0,11483,12429,946,SS_3,12429,13225,796,CC_1,13225,13545,320,2662,10883,0,0
116,64,14,1,SMD_0,10839,11431,592,AOI_4,11514,12355,841,SS_1,12355,13082,727,0,0,0,0,2160,10922,0,0
117,102,14,18,SMD_4,12608,13596,988,AOI_2,13596,13791,195,SS_4,13791,14461,670,0,0,0,0,1853,12608,0,0
118,148,14,9,SMD_2,9567,10537,970,AOI_2,10537,11548,1011,SS_4,11548,12359,811,0,0,0,0,2792,9567,0,1
119,9,15,25,SMD_4,11040,11739,699,AOI_3,11805,12669,864,SS_3,13313,14076,763,CC_1,14144,14868,724,3050,11818,0,0
120,65,15,7,SMD_3,8324,9258,934,AOI_1,9258,10415,1157,SS_3,10415,11180,765,CC_1,11231,11438,207,3063,8375,0,1
121,88,15,15,SMD_1,12820,12931,111,AOI_1,13069,13124,55,SS_3,13225,13313,88,0,0,0,0,254,13059,0,0
122,127,15,30,SMD_1,5824,6151,327,AOI_4,6151,7079,928,0,0,0,0,CC_0,7079,7163,84,1339,5824,0,0
123,132,15,8,SMD_1,10206,11025,819,AOI_2,11605,12613,1008,SS_2,12613,13352,739,CC_1,13545,14001,456,3022,10979,0,0
124,139,15,9,SMD_2,10537,11528,991,AOI_2,11548,11605,57,SS_3,11605,12403,798,CC_1,12486,12770,284,2130,10640,0,0
125,151,15,18,SMD_4,13596,13646,50,AOI_3,13646,13687,41,SS_4,13687,13737,50,CC_1,14001,14144,143,284,13860,0,0
126,159,15,12,SMD_1,8192,9105,913,AOI_0,9105,10035,930,SS_2,10035,10446,411,0,0,0,0,2254,8192,0,2
127,38,16,6,SMD_3,11204,11466,262,AOI_1,11879,12360,481,SS_2,12360,12471,111,CC_1,12886,12968,82,936,12032,0,0
128,40,16,24,SMD_2,7708,7800,92,AOI_0,8127,8189,62,SS_4,8189,8250,61,CC_1,9269,9413,144,359,9054,0,0
129,63,16,20,SMD_2,5980,6186,206,AOI_0,6257,6923,666,0,0,0,0,0,0,0,0,872,6051,0,0
130,73,16,29,SMD_1,7130,7230,100,AOI_0,7230,7290,60,SS_2,7290,7445,155,0,0,0,0,315,7130,0,0
131,77,16,26,SMD_4,8313,8352,39,AOI_4,8499,8548,49,SS_1,8651,8693,42,CC_1,8699,8841,142,272,8569,0,0
132,79,16,18,SMD_4,13646,14604,958,AOI_0,14604,14884,280,SS_1,14884,15537,653,CC_1,15582,15821,239,2130,13691,0,0
133,100,16,18,SMD_4,14604,15511,907,AOI_0,15511,16468,957,SS_0,16468,16838,370,CC_1,16838,16911,73,2307,14604,0,0
134,24,17,15,SMD_1,12931,13063,132,AOI_1,13180,13385,205,SS_4,13418,13635,217,CC_0,13635,13675,40,594,13081,0,0
135,28,17,17,SMD_2,13098,13779,681,AOI_2,13791,13952,161,SS_0,13952,14370,418,0,0,0,0,1260,13110,0,0
136,46,17,20,SMD_0,13657,14089,432,AOI_2,14089,14298,209,SS_2,14410,14752,342,CC_1,15006,15106,100,1083,14023,0,0
137,50,17,30,SMD_1,6151,6406,255,AOI_1,6406,6678,272,SS_3,6678,7425,747,0,0,0,0,1274,6151,0,0
138,67,17,16,SMD_2,12037,12301,264,AOI_0,12593,12896,303,0,0,0,0,CC_0,12896,12986,90,657,12329,0,0
139,68,17,5,SMD_1,3860,4463,603,AOI_0,4463,4722,259,SS_1,4767,5123,356,CC_1,9413,9868,455,1673,8195,0,1
140,108,17,13,SMD_3,7664,7776,112,AOI_2,8163,8222,59,SS_4,8250,8349,99,0,0,0,0,270,8079,0,0
141,123,17,25,SMD_4,11739,12202,463,AOI_1,12618,12924,306,SS_2,13352,13679,327,0,0,0,0,1096,12583,0,0
142,134,17,3,SMD_1,13115,13753,638,AOI_4,13785,14021,236,SS_1,14051,14538,487,CC_0,14538,14662,124,1485,13177,0,0
143,136,17,17,SMD_2,13779,13848,69,AOI_2,13952,14010,58,SS_3,14119,14165,46,CC_1,14868,15006,138,311,14695,0,0
144,143,17,17,SMD_2,13848,13910,62,AOI_3,14004,14055,51,SS_3,14076,14119,43,CC_0,14119,14169,50,206,13963,0,0
145,82,18,13,SMD_3,7776,8052,276,AOI_0,8189,8287,98,SS_2,8362,9138,776,CC_1,9868,10142,274,1424,8718,0,0
146,124,18,21,SMD_0,13594,13657,63,AOI_4,13657,13785,128,SS_0,13785,13840,55,CC_1,15106,15163,57,303,14860,0,0
147,126,18,6,SMD_3,11466,12138,672,AOI_3,12669,13554,885,SS_2,13679,14410,731,CC_1,15264,15533,269,2557,12976,0,0
148,138,18,12,SMD_1,9105,10113,1008,AOI_1,10467,11061,594,SS_1,11061,11773,712,CC_1,11862,12026,164,2478,9548,0,1
149,142,18,33,SMD_2,3295,3389,94,AOI_1,3389,3442,53,SS_4,3442,3562,120,CC_1,3562,3604,42,309,3295,0,0
150,153,18,3,SMD_1,13753,14195,442,AOI_4,14195,14404,209,SS_3,14425,14840,415,CC_1,15163,15264,101,1167,14097,0,0
151,156,18,15,SMD_1,13063,13115,52,AOI_0,13188,13243,55,SS_4,13635,13685,50,0,0,0,0,157,13528,0,0
152,157,18,20,SMD_0,14089,14191,102,AOI_3,14191,14258,67,SS_3,14258,14425,167,0,0,0,0,336,14089,0,0
153,8,19,36,SMD_0,11761,12657,896,AOI_0,13243,14223,980,0,0,0,0,CC_1,15821,15967,146,2022,13945,0,0
154,57,19,28,SMD_2,1259,1425,166,AOI_4,1425,1518,93,SS_4,1518,1608,90,0,0,0,0,349,1259,0,0
155,72,19,20,SMD_0,14191,14288,97,AOI_0,14288,14356,68,SS_4,14461,14516,55,CC_1,15533,15582,49,269,15313,0,0
156,76,19,2,SMD_4,5654,6567,913,AOI_3,6851,7842,991,SS_1,7842,8651,809,0,0,0,0,2713,5938,0,0
157,83,19,4,SMD_4,8711,8889,178,AOI_0,8889,8969,80,0,0,0,0,CC_1,10435,10508,73,331,10177,0,0
158,140,19,31,SMD_4,3233,4152,919,AOI_0,4152,4393,241,SS_3,4393,5167,774,CC_0,5538,6187,649,2583,3604,0,0
159,155,19,11,SMD_3,12912,13748,836,AOI_3,13748,14004,256,0,0,0,0,0,0,0,0,1092,12912,0,0
0,12,1,34,SMD_0,0,402,402,AOI_2,402,781,379,0,0,0,0,CC_1,781,979,198,979,0,0,0
1,23,1,37,SMD_1,0,354,354,AOI_0,354,441,87,SS_0,441,592,151,CC_1,592,696,104,696,0,0,0
2,131,1,29,SMD_3,0,37,37,AOI_0,37,90,53,SS_0,90,138,48,0,0,0,0,138,0,0,0
3,29,1,18,SMD_0,402,1155,753,AOI_1,1155,1457,302,SS_2,1457,2127,670,CC_0,2243,2441,198,1923,518,0,0
4,75,1,20,SMD_4,0,189,189,AOI_1,189,766,577,SS_0,766,1021,255,0,0,0,0,1021,0,0,0
5,78,1,29,SMD_3,37,172,135,AOI_0,172,230,58,SS_0,230,339,109,0,0,0,0,302,37,0,0
6,81,1,28,SMD_2,0,723,723,AOI_0,723,1170,447,SS_0,1170,1600,430,CC_0,1600,1776,176,1776,0,0,0
7,6,2,21,SMD_2,1749,2079,330,AOI_0,2079,2405,326,SS_0,2405,2662,257,CC_0,2662,2706,44,957,1749,0,0
8,49,2,39,SMD_2,2079,2597,518,AOI_1,2597,2689,92,SS_3,2689,2812,123,CC_0,2812,2888,76,809,2079,0,0
9,66,2,19,SMD_2,1425,1686,261,AOI_3,1686,1974,288,SS_0,1974,2131,157,CC_1,2131,2263,132,838,1425,0,0
10,84,2,33,SMD_4,1936,2044,108,AOI_3,2044,2139,95,SS_0,2139,2269,130,0,0,0,0,333,1936,0,0
11,93,2,28,SMD_2,723,881,158,AOI_1,881,1058,177,SS_2,1058,1153,95,CC_0,1153,1203,50,480,723,0,0
12,115,2,38,SMD_1,1159,1301,142,AOI_3,1301,1342,41,0,0,0,0,CC_1,1342,1492,150,333,1159,0,0
13,125,2,31,SMD_4,233,1232,999,AOI_0,1232,2075,843,0,0,0,0,0,0,0,0,1842,233,0,0
14,154,2,39,SMD_3,1056,1379,323,AOI_3,1379,1637,258,SS_0,1637,1965,328,0,0,0,0,909,1056,0,0
15,37,3,14,SMD_4,2624,3119,495,AOI_0,3119,3374,255,SS_4,3374,3580,206,CC_0,3580,3647,67,1023,2624,0,0
16,98,3,3,SMD_1,1301,1543,242,AOI_1,1550,1723,173,0,0,0,0,CC_1,1723,1972,249,664,1308,0,0
17,110,3,13,SMD_1,2002,2116,114,AOI_4,2123,2166,43,SS_1,2166,2214,48,CC_1,2263,2309,46,251,2058,0,0
18,118,3,32,SMD_3,1379,2374,995,AOI_2,2374,3282,908,SS_0,3282,4103,821,CC_1,4103,5005,902,3626,1379,0,0
19,13,4,20,SMD_4,3297,4273,976,AOI_2,4273,4616,343,SS_1,4616,5060,444,CC_1,5313,5412,99,1862,3550,0,0
20,15,4,33,SMD_4,2044,2186,142,AOI_3,2186,2226,40,0,0,0,0,CC_1,2309,2460,151,333,2127,0,0
21,55,4,16,SMD_1,4423,4756,333,AOI_2,4756,4863,107,SS_3,4863,5163,300,CC_1,5412,5686,274,1014,4672,0,0
22,86,4,1,SMD_1,3523,3620,97,AOI_2,3620,3733,113,SS_2,3733,3796,63,0,0,0,0,273,3523,0,0
23,87,4,28,SMD_2,881,928,47,AOI_2,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_2,2597,3422,825,AOI_0,3422,3812,390,SS_2,3812,4499,687,0,0,0,0,1902,2597,0,0
25,116,4,5,SMD_0,2554,2795,241,AOI_0,2795,3101,306,SS_0,3101,3255,154,CC_1,3255,3398,143,844,2554,0,0
26,137,4,30,SMD_0,5157,5311,154,AOI_0,5311,5367,56,SS_1,5367,5446,79,CC_1,5915,5963,48,337,5626,0,0
27,145,4,13,SMD_1,2116,2188,72,AOI_4,2188,2242,54,SS_2,2242,2325,83,0,0,0,0,209,2116,0,0
28,5,5,2,SMD_0,5893,6012,119,AOI_0,6016,6473,457,SS_1,6473,6553,80,CC_0,6553,6607,54,710,5897,0,0
29,7,5,11,SMD_3,4064,5010,946,AOI_4,5090,5247,157,SS_0,5247,5519,272,CC_1,5963,6041,78,1453,4588,0,0
30,17,5,11,SMD_3,3647,4064,417,AOI_0,4064,4338,274,SS_0,4338,4560,222,CC_1,5005,5170,165,1078,4092,0,0
31,54,5,10,SMD_2,5742,6615,873,AOI_4,6615,7050,435,SS_4,7071,7845,774,0,0,0,0,2082,5763,15,0
32,80,5,23,SMD_2,4528,4918,390,AOI_2,4918,5113,195,SS_1,5113,5278,165,CC_0,5364,5489,125,875,4614,0,0
33,94,5,19,SMD_2,1686,1749,63,AOI_1,1749,1885,136,SS_3,1885,2085,200,0,0,0,0,399,1686,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,578,53,224,354,0,0
35,144,5,22,SMD_1,5630,5891,261,AOI_0,5969,6016,47,SS_1,6016,6107,91,CC_0,6107,6196,89,488,5708,0,0
36,1,6,36,SMD_2,6615,6704,89,AOI_1,6704,6745,41,SS_2,6785,6849,64,CC_1,7050,7192,142,336,6856,0,0
37,16,6,24,SMD_0,6988,7360,372,AOI_1,7360,7461,101,SS_3,7464,7593,129,CC_1,7912,8055,143,745,7310,0,0
38,19,6,1,SMD_1,3620,4303,683,AOI_3,4303,5180,877,0,0,0,0,CC_1,5686,5915,229,1789,4126,0,0
39,32,6,29,SMD_3,172,1056,884,AOI_2,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0
40,90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_0,7595,7710,115,AOI_4,7797,7858,61,SS_1,7858,7991,133,CC_1,8055,8109,54,363,7746,0,0
42,96,6,29,SMD_2,4918,5642,724,AOI_3,5642,5727,85,SS_1,5727,6007,280,CC_1,6041,6153,112,1201,4952,0,0
43,103,6,35,SMD_4,6440,6729,289,AOI_3,6729,7014,285,SS_3,7014,7464,450,CC_0,7464,7517,53,1077,6440,0,0
44,35,7,35,SMD_4,6729,7090,361,AOI_1,7090,7310,220,SS_0,7310,7525,215,0,0,0,0,796,6729,0,0
45,61,7,13,SMD_1,2188,3059,871,AOI_3,3059,3927,868,SS_3,3927,4712,785,CC_0,4712,5364,652,3176,2188,0,0
